visitation_id,resident_id,visit_date,social_worker,visit_type,location_visited,family_members_present,purpose,observations,family_cooperation_level,safety_concerns_noted,follow_up_needed,follow_up_notes,visit_outcome
652,25,2025-06-01,SW-04,Initial Assessment,School,Flores (Parent); Flores (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
653,25,2025-06-09,SW-18,Post-Placement Monitoring,Family Home,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Uncooperative,True,True,,Unfavorable
654,25,2025-06-29,SW-09,Routine Follow-Up,Barangay Office,Rivera (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive
655,25,2025-07-06,SW-18,Initial Assessment,Barangay Office,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,True,Follow-up scheduled,Needs Improvement
656,25,2025-07-26,SW-15,Initial Assessment,Family Home,Lopez (Parent); Diaz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
657,25,2025-08-01,SW-15,Routine Follow-Up,Church,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Favorable
658,25,2025-08-02,SW-08,Reintegration Assessment,Community Center,Cruz (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,False,Follow-up scheduled,Inconclusive
659,25,2025-08-03,SW-15,Emergency,Community Center,Lopez (Parent); Garcia (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
660,25,2025-08-28,SW-12,Routine Follow-Up,Community Center,Cruz (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
661,25,2025-09-03,SW-14,Routine Follow-Up,School,Garcia (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,Follow-up scheduled,Unfavorable
662,25,2025-09-14,SW-02,Routine Follow-Up,Barangay Office,Torres (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Unfavorable
663,25,2025-10-03,SW-19,Post-Placement Monitoring,Proposed Foster Home,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,,Inconclusive
664,25,2025-10-15,SW-06,Reintegration Assessment,Proposed Foster Home,Diaz (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,,Needs Improvement
665,25,2025-11-02,SW-19,Initial Assessment,Family Home,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
666,25,2025-11-29,SW-17,Routine Follow-Up,Community Center,Flores (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Favorable
667,25,2025-12-08,SW-11,Emergency,Barangay Office,Mendoza (Parent); Rivera (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Cooperative,True,True,,Needs Improvement
668,25,2025-12-18,SW-13,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,,Needs Improvement
669,25,2026-01-05,SW-11,Initial Assessment,Church,Flores (Parent); Cruz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,,Favorable
670,25,2026-01-14,SW-10,Routine Follow-Up,Community Center,Cruz (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
671,25,2026-02-28,SW-12,Initial Assessment,Family Home,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
672,26,2023-07-26,SW-11,Post-Placement Monitoring,Family Home,Rivera (Parent); Lopez (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,True,,Needs Improvement
673,26,2023-08-19,SW-05,Routine Follow-Up,Family Home,Rivera (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,False,,Inconclusive
674,26,2023-11-01,SW-15,Initial Assessment,Proposed Foster Home,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,True,Follow-up scheduled,Unfavorable
675,26,2023-11-06,SW-15,Initial Assessment,Church,Rivera (Parent); Diaz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
676,26,2023-11-16,SW-02,Initial Assessment,Community Center,Diaz (Parent); Diaz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,False,Follow-up scheduled,Favorable
677,26,2023-12-24,SW-19,Reintegration Assessment,Church,Mendoza (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Favorable
678,26,2024-01-05,SW-03,Post-Placement Monitoring,Community Center,Garcia (Parent); Rivera (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,True,False,Follow-up scheduled,Inconclusive
679,26,2024-05-18,SW-03,Initial Assessment,School,Torres (Parent); Mendoza (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
680,26,2024-07-07,SW-14,Initial Assessment,Proposed Foster Home,Santos (Parent); Reyes (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
681,26,2024-07-08,SW-04,Reintegration Assessment,Family Home,Lopez (Parent); Diaz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
682,26,2024-09-14,SW-02,Routine Follow-Up,Proposed Foster Home,Lopez (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Inconclusive
683,26,2024-09-18,SW-13,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive
684,26,2024-10-12,SW-01,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Unfavorable
685,27,2025-05-01,SW-14,Post-Placement Monitoring,Proposed Foster Home,Diaz (Parent); Torres (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,Follow-up scheduled,Favorable
686,27,2025-05-13,SW-06,Reintegration Assessment,Proposed Foster Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,True,True,Follow-up scheduled,Needs Improvement
687,27,2025-06-14,SW-11,Routine Follow-Up,Proposed Foster Home,Cruz (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,,Needs Improvement
688,27,2025-06-25,SW-14,Routine Follow-Up,Proposed Foster Home,Reyes (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive
689,27,2025-07-28,SW-17,Reintegration Assessment,Proposed Foster Home,Mendoza (Parent); Mendoza (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,True,,Needs Improvement
690,27,2025-08-09,SW-04,Emergency,Community Center,Santos (Parent); Torres (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Uncooperative,True,True,Follow-up scheduled,Needs Improvement
691,27,2025-08-11,SW-11,Reintegration Assessment,Church,Garcia (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,Follow-up scheduled,Favorable
692,27,2025-08-26,SW-20,Reintegration Assessment,School,Santos (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,Follow-up scheduled,Favorable
693,27,2025-08-31,SW-18,Reintegration Assessment,Church,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,False,,Favorable
694,27,2025-09-06,SW-02,Reintegration Assessment,Barangay Office,Garcia (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,,Inconclusive
695,27,2025-09-15,SW-04,Reintegration Assessment,Family Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
696,27,2025-10-10,SW-01,Initial Assessment,Community Center,Flores (Parent); Diaz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
697,27,2025-11-01,SW-19,Reintegration Assessment,Family Home,Santos (Parent); Diaz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,Follow-up scheduled,Favorable
698,27,2025-11-09,SW-15,Reintegration Assessment,Barangay Office,Lopez (Parent); Santos (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
699,27,2025-12-31,SW-09,Routine Follow-Up,School,Cruz (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,,Unfavorable
700,27,2026-02-24,SW-15,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,,Favorable
701,27,2026-04-07,SW-03,Routine Follow-Up,Family Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
702,27,2026-04-17,SW-14,Reintegration Assessment,Proposed Foster Home,Flores (Parent); Cruz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,True,Follow-up scheduled,Needs Improvement
703,27,2026-05-05,SW-14,Routine Follow-Up,Barangay Office,Flores (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
704,27,2026-05-10,SW-13,Initial Assessment,Church,Garcia (Parent); Flores (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,False,True,Follow-up scheduled,Needs Improvement
705,27,2026-05-19,SW-09,Reintegration Assessment,Church,Santos (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,Follow-up scheduled,Unfavorable
706,27,2026-06-01,SW-08,Emergency,Church,Cruz (Parent); Garcia (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Cooperative,False,False,Follow-up scheduled,Favorable
707,27,2026-06-05,SW-11,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
708,27,2026-06-27,SW-15,Reintegration Assessment,Family Home,Flores (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,,Needs Improvement
709,27,2026-06-28,SW-11,Reintegration Assessment,Proposed Foster Home,Santos (Parent); Cruz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,False,,Favorable
710,27,2026-07-30,SW-01,Routine Follow-Up,Family Home,Santos (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
711,27,2026-08-05,SW-11,Emergency,School,Flores (Parent); Mendoza (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Cooperative,False,False,,Favorable
712,27,2026-08-08,SW-12,Reintegration Assessment,Community Center,Torres (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Inconclusive
713,27,2026-08-10,SW-03,Reintegration Assessment,Church,Rivera (Parent); Santos (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,,Favorable
714,27,2026-09-18,SW-17,Reintegration Assessment,Community Center,Garcia (Parent); Santos (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
715,27,2026-11-28,SW-09,Routine Follow-Up,Family Home,Rivera (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,,Favorable
716,27,2026-12-13,SW-10,Initial Assessment,Community Center,Mendoza (Parent); Diaz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,,Favorable
717,27,2026-12-19,SW-03,Reintegration Assessment,Family Home,Rivera (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,True,,Needs Improvement
718,27,2027-01-23,SW-09,Post-Placement Monitoring,Community Center,Torres (Parent); Flores (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
719,28,2024-02-16,SW-15,Routine Follow-Up,School,Santos (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,False,,Inconclusive
720,28,2024-02-23,SW-17,Routine Follow-Up,Church,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
721,28,2024-05-12,SW-09,Initial Assessment,Proposed Foster Home,Lopez (Parent); Lopez (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,True,Follow-up scheduled,Unfavorable
722,29,2023-03-11,SW-19,Post-Placement Monitoring,Family Home,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,Follow-up scheduled,Inconclusive
723,29,2023-04-19,SW-01,Routine Follow-Up,School,Diaz (Parent); Rivera (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,,Favorable
724,29,2023-04-22,SW-11,Post-Placement Monitoring,Proposed Foster Home,Torres (Parent); Santos (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,True,False,Follow-up scheduled,Inconclusive
725,29,2023-04-24,SW-07,Reintegration Assessment,School,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,True,,Needs Improvement
726,29,2023-06-12,SW-09,Routine Follow-Up,Family Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
727,29,2023-07-05,SW-15,Post-Placement Monitoring,Family Home,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,,Favorable
728,29,2023-08-28,SW-17,Reintegration Assessment,School,Lopez (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,False,Follow-up scheduled,Favorable
729,29,2023-10-28,SW-17,Routine Follow-Up,Family Home,Santos (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
730,29,2023-10-30,SW-09,Initial Assessment,Proposed Foster Home,Flores (Parent); Torres (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,True,,Unfavorable
731,29,2023-11-20,SW-04,Initial Assessment,Barangay Office,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,,Favorable
732,29,2023-11-30,SW-05,Post-Placement Monitoring,Proposed Foster Home,Lopez (Parent); Reyes (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
733,29,2023-12-02,SW-16,Initial Assessment,Barangay Office,Santos (Parent); Cruz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,False,True,Follow-up scheduled,Unfavorable
734,29,2023-12-18,SW-01,Routine Follow-Up,Community Center,Flores (Parent); Rivera (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
735,29,2024-02-24,SW-09,Initial Assessment,Family Home,Cruz (Parent); Lopez (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
736,29,2024-03-15,SW-18,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,,Needs Improvement
737,29,2024-05-13,SW-18,Initial Assessment,School,Garcia (Parent); Cruz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
738,29,2024-06-13,SW-01,Initial Assessment,Community Center,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,True,,Needs Improvement
739,29,2024-07-07,SW-16,Initial Assessment,Proposed Foster Home,Santos (Parent); Lopez (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,,Favorable
740,29,2024-08-09,SW-04,Initial Assessment,Barangay Office,Torres (Parent); Diaz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,False,True,Follow-up scheduled,Needs Improvement
741,29,2024-08-09,SW-03,Routine Follow-Up,Church,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive
742,29,2024-08-10,SW-11,Initial Assessment,Barangay Office,Torres (Parent); Torres (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,True,,Needs Improvement
743,29,2024-08-19,SW-13,Initial Assessment,Family Home,Rivera (Parent); Cruz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,True,,Needs Improvement
744,29,2024-09-07,SW-09,Initial Assessment,School,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,True,True,,Needs Improvement
745,29,2024-09-11,SW-08,Post-Placement Monitoring,Proposed Foster Home,Cruz (Parent); Rivera (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
746,29,2024-10-20,SW-10,Routine Follow-Up,Proposed Foster Home,Mendoza (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
747,29,2024-10-29,SW-01,Post-Placement Monitoring,School,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,Follow-up scheduled,Favorable
748,29,2024-10-29,SW-11,Reintegration Assessment,Proposed Foster Home,Mendoza (Parent); Cruz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
749,29,2024-12-07,SW-07,Routine Follow-Up,School,Flores (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Inconclusive
750,29,2024-12-12,SW-06,Reintegration Assessment,Proposed Foster Home,Reyes (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,,Needs Improvement
751,29,2024-12-28,SW-05,Routine Follow-Up,Family Home,Mendoza (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive
752,30,2024-01-31,SW-05,Initial Assessment,Barangay Office,Diaz (Parent); Cruz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,True,True,,Unfavorable
753,30,2024-02-16,SW-05,Routine Follow-Up,Community Center,Garcia (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,True,True,,Unfavorable
754,30,2024-02-24,SW-14,Post-Placement Monitoring,Church,Diaz (Parent); Lopez (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,True,,Needs Improvement
755,30,2024-03-07,SW-12,Initial Assessment,Community Center,Santos (Parent); Torres (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,True,,Needs Improvement
756,30,2024-04-09,SW-05,Post-Placement Monitoring,Church,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,,Inconclusive
757,30,2024-04-23,SW-03,Reintegration Assessment,Church,Garcia (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,,Unfavorable
758,30,2024-05-09,SW-18,Routine Follow-Up,School,Rivera (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,True,Follow-up scheduled,Unfavorable
759,30,2024-05-21,SW-04,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,Follow-up scheduled,Needs Improvement
760,30,2024-05-28,SW-03,Post-Placement Monitoring,Community Center,Garcia (Parent); Torres (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,True,True,Follow-up scheduled,Unfavorable
761,30,2024-06-10,SW-01,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,True,,Unfavorable
762,30,2024-06-18,SW-10,Reintegration Assessment,Barangay Office,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,True,True,Follow-up scheduled,Needs Improvement
763,30,2024-07-04,SW-01,Routine Follow-Up,Church,Mendoza (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,True,True,,Needs Improvement
764,30,2024-07-08,SW-02,Post-Placement Monitoring,Family Home,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
765,30,2024-09-14,SW-14,Post-Placement Monitoring,Proposed Foster Home,Garcia (Parent); Torres (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,Follow-up scheduled,Favorable
766,30,2024-10-08,SW-05,Initial Assessment,Proposed Foster Home,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,False,Follow-up scheduled,Favorable
767,30,2024-10-27,SW-20,Initial Assessment,Barangay Office,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,False,False,Follow-up scheduled,Inconclusive
768,30,2024-12-04,SW-08,Routine Follow-Up,Community Center,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,Follow-up scheduled,Favorable
769,30,2024-12-07,SW-19,Post-Placement Monitoring,Barangay Office,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,Follow-up scheduled,Favorable
770,30,2025-01-18,SW-18,Emergency,School,Flores (Parent); Santos (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
771,30,2025-02-07,SW-10,Routine Follow-Up,Family Home,Diaz (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
772,30,2025-04-01,SW-17,Post-Placement Monitoring,Proposed Foster Home,Cruz (Parent); Lopez (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
773,30,2025-04-06,SW-06,Initial Assessment,Community Center,Reyes (Parent); Torres (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,True,,Needs Improvement
774,30,2025-04-21,SW-07,Initial Assessment,Community Center,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,,Favorable
775,30,2025-05-11,SW-11,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,,Unfavorable
776,30,2025-05-20,SW-02,Routine Follow-Up,Barangay Office,Lopez (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,,Unfavorable
777,30,2025-06-21,SW-04,Initial Assessment,Community Center,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
778,30,2025-06-24,SW-07,Routine Follow-Up,Family Home,Flores (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,,Unfavorable
779,30,2025-07-15,SW-12,Post-Placement Monitoring,Family Home,Diaz (Parent); Lopez (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
780,31,2023-10-20,SW-13,Reintegration Assessment,Barangay Office,Mendoza (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,True,False,,Inconclusive
781,31,2023-10-29,SW-19,Routine Follow-Up,Family Home,Garcia (Parent); Rivera (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,Follow-up scheduled,Favorable
782,31,2023-10-31,SW-02,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,True,True,Follow-up scheduled,Needs Improvement
783,31,2023-12-05,SW-16,Reintegration Assessment,Family Home,Mendoza (Parent); Diaz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
784,31,2023-12-18,SW-18,Reintegration Assessment,Barangay Office,Garcia (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,,Unfavorable
785,31,2024-01-02,SW-01,Reintegration Assessment,Community Center,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,Follow-up scheduled,Needs Improvement
786,31,2024-02-02,SW-16,Post-Placement Monitoring,Proposed Foster Home,Garcia (Parent); Reyes (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,True,True,,Unfavorable
787,31,2024-03-02,SW-02,Emergency,Barangay Office,Diaz (Parent); Reyes (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
788,31,2024-04-12,SW-03,Routine Follow-Up,Proposed Foster Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive
789,31,2024-04-18,SW-20,Routine Follow-Up,Family Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
790,32,2025-04-28,SW-19,Post-Placement Monitoring,Church,Lopez (Parent); Santos (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,Follow-up scheduled,Favorable
791,32,2025-09-24,SW-11,Routine Follow-Up,Family Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Inconclusive
792,32,2025-11-22,SW-15,Routine Follow-Up,Church,Garcia (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
793,33,2025-02-12,SW-18,Emergency,Church,None,Visitation for emergency,Visit observations recorded during emergency.,Neutral,True,True,Follow-up scheduled,Unfavorable
794,33,2025-03-01,SW-12,Post-Placement Monitoring,Proposed Foster Home,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,,Favorable
